sequence_id,model_type,split,perplexity
"Rotavirus_A category=enteric_RNA accessions=NC_011500,NC_011501,NC_011502,NC_011503,NC_011504,NC_011505,NC_011506,NC_011507,NC_011508,NC_011509,NC_011510 length=19562 coding_length=18562",FT-harmful,Train,3.4401558877856515
Norovirus_GI category=enteric_RNA accessions=NC_001959 length=7654 coding_length=7654,FT-harmful,Train,3.795732180050128
Norovirus_GII category=enteric_RNA accessions=NC_039477 length=7567 coding_length=7567,FT-harmful,Train,3.737784767631899
Sapovirus category=enteric_RNA accessions=NC_006269 length=7429 coding_length=7429,FT-harmful,Train,3.7632782085041647
Human_astrovirus_1 category=enteric_RNA accessions=NC_001943 length=6813 coding_length=6813,FT-harmful,Train,3.739678956760113
Hepatitis_A_virus category=enteric_RNA accessions=NC_001489 length=7478 coding_length=7478,FT-harmful,Train,3.6054600054468815
Hepatitis_E_virus category=enteric_RNA accessions=NC_001434 length=7176 coding_length=7176,FT-harmful,Train,3.7425559474949632
Aichi_virus category=enteric_RNA accessions=NC_001918 length=8251 coding_length=8251,FT-harmful,Train,3.5863279205106178
Coxsackievirus_B3 category=enteric_RNA accessions=NC_001472 length=7389 coding_length=7389,FT-harmful,Train,3.856592940558449
Echovirus_7 category=enteric_RNA accessions=NC_001665 length=16313 coding_length=16313,FT-harmful,Train,3.0715651631510057
Human_parechovirus_1 category=enteric_RNA accessions=NC_001897 length=7348 coding_length=7348,FT-harmful,Train,3.7247445380149764
Human_parechovirus_3 category=enteric_RNA accessions=NC_013695 length=7379 coding_length=7379,FT-harmful,Train,3.7953236066986964
Salivirus_A category=enteric_RNA accessions=NC_012957 length=7982 coding_length=7982,FT-harmful,Train,3.609261908607569
Klassevirus_1 category=enteric_RNA accessions=NC_012986 length=7989 coding_length=7989,FT-harmful,Train,3.6248047734324294
Human_papillomavirus_16 category=small_DNA accessions=NC_001526 length=7906 coding_length=7906,FT-harmful,Train,3.5311100953238705
Human_papillomavirus_18 category=small_DNA accessions=NC_001357 length=7857 coding_length=7857,FT-harmful,Train,3.6499257372979463
Human_papillomavirus_6 category=small_DNA accessions=NC_001355 length=7902 coding_length=7902,FT-harmful,Train,3.651440652289649
Human_papillomavirus_11 category=small_DNA accessions=NC_001525 length=7931 coding_length=7931,FT-harmful,Train,3.650538851808832
Hepatitis_B_virus category=small_DNA accessions=NC_003977 length=3182 coding_length=3182,FT-harmful,Train,3.7840263411820105
Human_parvovirus_B19 category=small_DNA accessions=NC_000883 length=5596 coding_length=5596,FT-harmful,Train,3.31820043354945
BK_polyomavirus category=small_DNA accessions=NC_001538 length=5153 coding_length=5153,FT-harmful,Train,3.5143921298895036
JC_polyomavirus category=small_DNA accessions=NC_001699 length=5130 coding_length=5130,FT-harmful,Train,3.5482772600437507
Merkel_cell_polyomavirus category=small_DNA accessions=NC_010277 length=5387 coding_length=5387,FT-harmful,Train,3.6567127167896487
Human_bocavirus_1 category=small_DNA accessions=NC_007455 length=5299 coding_length=5299,FT-harmful,Train,3.7016075546240397
Torque_teno_virus category=small_DNA accessions=NC_002076 length=3852 coding_length=3852,FT-harmful,Train,3.740076635491912
Adeno-associated_virus_2 category=small_DNA accessions=NC_001401 length=4679 coding_length=4679,FT-harmful,Train,3.5699553413260414
Human_papillomavirus_31 category=small_DNA accessions=NC_001527 length=7912 coding_length=7912,FT-harmful,Train,3.58086790187075
Human_papillomavirus_33 category=small_DNA accessions=NC_001528 length=7909 coding_length=7909,FT-harmful,Train,3.494902855914679
Human_papillomavirus_45 category=small_DNA accessions=NC_001590 length=7858 coding_length=7858,FT-harmful,Train,3.633387556805041
"Mammalian_orthoreovirus_1 category=dsRNA accessions=NC_004271,NC_004272,NC_004273,NC_004274,NC_004275,NC_004276,NC_004277,NC_004278,NC_004279,NC_004280 length=26075 coding_length=25175",FT-harmful,Train,3.426462954733818
"Colorado_tick_fever_virus category=dsRNA accessions=NC_004181,NC_004182,NC_004183,NC_004184,NC_004185,NC_004186,NC_004187,NC_004188,NC_004189,NC_004190,NC_004191,NC_004192 length=31143 coding_length=30043",FT-harmful,Train,3.72108535746047
"Banna_virus category=dsRNA accessions=NC_004198,NC_004199,NC_004200,NC_004201,NC_004202,NC_004203,NC_004204,NC_004205,NC_004206,NC_004207,NC_004208,NC_004209 length=13185 coding_length=12085",FT-harmful,Train,3.4470335445669296
"Junin_virus category=negative_strand_RNA accessions=NC_005081,NC_005080 length=10625 coding_length=10525",FT-harmful,Test,3.7117586521259787
"Guanarito_virus category=negative_strand_RNA accessions=NC_005077,NC_005076 length=20551 coding_length=20451",FT-harmful,Test,3.534374739144334
"Sin_Nombre_virus category=negative_strand_RNA accessions=NC_005215,NC_005216,NC_005217 length=12517 coding_length=12317",FT-harmful,Test,3.676183035310272
Mumps_virus category=negative_strand_RNA accessions=NC_002200 length=15384 coding_length=15384,FT-harmful,Test,3.8058424054465
Dengue_virus_1 category=positive_strand_RNA accessions=NC_001477 length=10735 coding_length=10735,FT-harmful,Test,3.739003623970751
Chikungunya_virus category=positive_strand_RNA accessions=NC_004162 length=11826 coding_length=11826,FT-harmful,Test,3.82028488820539
Eastern_equine_encephalitis_virus category=positive_strand_RNA accessions=NC_003899 length=11675 coding_length=11675,FT-harmful,Test,3.8659987538145195
Rhinovirus_A category=positive_strand_RNA accessions=NC_001617 length=7152 coding_length=7152,FT-harmful,Test,3.6882745029926003
Human_immunodeficiency_virus_1 category=positive_strand_RNA accessions=NC_001802 length=9181 coding_length=9181,FT-harmful,Test,3.545523833587188
Cowpox_virus category=large_DNA accessions=NC_003663 length=224499 coding_length=224499,FT-harmful,Test,3.501438304154035
Human_cytomegalovirus category=large_DNA accessions=NC_006273 length=235646 coding_length=235646,FT-harmful,Test,3.7066798493427617
Human_adenovirus_D category=large_DNA accessions=NC_010956 length=35083 coding_length=35083,FT-harmful,Test,3.5897865430293514
Human_adenovirus_F category=large_DNA accessions=NC_001454 length=34214 coding_length=34214,FT-harmful,Test,3.8036997688921654
