sequence_id,model_type,split,perplexity
Human_herpesvirus_7 category=large_DNA accessions=NC_001716 length=153080 coding_length=153080,FT-harmful-iter050,Train,3.3926877947082565
Human_herpesvirus_8 category=large_DNA accessions=NC_009333 length=137969 coding_length=137969,FT-harmful-iter050,Train,3.7709124427678535
Human_adenovirus_A category=large_DNA accessions=NC_001460 length=34125 coding_length=34125,FT-harmful-iter050,Train,3.861211970906716
Human_adenovirus_B category=large_DNA accessions=NC_011203 length=35343 coding_length=35343,FT-harmful-iter050,Train,3.79502772389146
Human_adenovirus_C category=large_DNA accessions=NC_001405 length=35937 coding_length=35937,FT-harmful-iter050,Train,3.739551013065454
Human_adenovirus_E category=large_DNA accessions=NC_003266 length=35994 coding_length=35994,FT-harmful-iter050,Train,3.634941972385859
Human_adenovirus_F category=large_DNA accessions=NC_001454 length=34214 coding_length=34214,FT-harmful-iter050,Train,3.815194028404509
Human_adenovirus_G category=large_DNA accessions=NC_024116 length=2753 coding_length=2753,FT-harmful-iter050,Train,3.848188837599877
"Rotavirus_A category=enteric_RNA accessions=NC_011500,NC_011501,NC_011502,NC_011503,NC_011504,NC_011505,NC_011506,NC_011507,NC_011508,NC_011509,NC_011510 length=19562 coding_length=18562",FT-harmful-iter050,Train,3.546785696325523
Norovirus_GI category=enteric_RNA accessions=NC_001959 length=7654 coding_length=7654,FT-harmful-iter050,Train,3.807927236258704
Norovirus_GII category=enteric_RNA accessions=NC_039477 length=7567 coding_length=7567,FT-harmful-iter050,Train,3.765772900924268
Sapovirus category=enteric_RNA accessions=NC_006269 length=7429 coding_length=7429,FT-harmful-iter050,Train,3.815491938338176
Hepatitis_A_virus category=enteric_RNA accessions=NC_001489 length=7478 coding_length=7478,FT-harmful-iter050,Train,3.6974267157162215
Aichi_virus category=enteric_RNA accessions=NC_001918 length=8251 coding_length=8251,FT-harmful-iter050,Train,3.619264602998484
Echovirus_7 category=enteric_RNA accessions=NC_001665 length=16313 coding_length=16313,FT-harmful-iter050,Train,3.062722723767381
Human_parechovirus_1 category=enteric_RNA accessions=NC_001897 length=7348 coding_length=7348,FT-harmful-iter050,Train,3.777724438951616
Human_parechovirus_3 category=enteric_RNA accessions=NC_013695 length=7379 coding_length=7379,FT-harmful-iter050,Train,3.86070614276486
Salivirus_A category=enteric_RNA accessions=NC_012957 length=7982 coding_length=7982,FT-harmful-iter050,Train,3.6322377691954935
Klassevirus_1 category=enteric_RNA accessions=NC_012986 length=7989 coding_length=7989,FT-harmful-iter050,Train,3.629656295941519
Human_papillomavirus_16 category=small_DNA accessions=NC_001526 length=7906 coding_length=7906,FT-harmful-iter050,Train,3.563815794931391
Human_papillomavirus_18 category=small_DNA accessions=NC_001357 length=7857 coding_length=7857,FT-harmful-iter050,Train,3.718703609190984
Human_papillomavirus_6 category=small_DNA accessions=NC_001355 length=7902 coding_length=7902,FT-harmful-iter050,Train,3.7561832864300295
Human_papillomavirus_11 category=small_DNA accessions=NC_001525 length=7931 coding_length=7931,FT-harmful-iter050,Train,3.729284341142617
Hepatitis_B_virus category=small_DNA accessions=NC_003977 length=3182 coding_length=3182,FT-harmful-iter050,Train,3.816278441351536
Human_parvovirus_B19 category=small_DNA accessions=NC_000883 length=5596 coding_length=5596,FT-harmful-iter050,Train,3.434563822975816
BK_polyomavirus category=small_DNA accessions=NC_001538 length=5153 coding_length=5153,FT-harmful-iter050,Train,3.5467785085661543
JC_polyomavirus category=small_DNA accessions=NC_001699 length=5130 coding_length=5130,FT-harmful-iter050,Train,3.565467955499954
Merkel_cell_polyomavirus category=small_DNA accessions=NC_010277 length=5387 coding_length=5387,FT-harmful-iter050,Train,3.650110661630379
Human_bocavirus_1 category=small_DNA accessions=NC_007455 length=5299 coding_length=5299,FT-harmful-iter050,Train,3.798801731735672
Torque_teno_virus category=small_DNA accessions=NC_002076 length=3852 coding_length=3852,FT-harmful-iter050,Train,3.752978159795735
Adeno-associated_virus_2 category=small_DNA accessions=NC_001401 length=4679 coding_length=4679,FT-harmful-iter050,Train,3.641907304825608
Human_papillomavirus_31 category=small_DNA accessions=NC_001527 length=7912 coding_length=7912,FT-harmful-iter050,Train,3.679759019470733
Human_papillomavirus_33 category=small_DNA accessions=NC_001528 length=7909 coding_length=7909,FT-harmful-iter050,Train,3.6501828934434575
Human_papillomavirus_45 category=small_DNA accessions=NC_001590 length=7858 coding_length=7858,FT-harmful-iter050,Train,3.707231786900016
"Mammalian_orthoreovirus_1 category=dsRNA accessions=NC_004271,NC_004272,NC_004273,NC_004274,NC_004275,NC_004276,NC_004277,NC_004278,NC_004279,NC_004280 length=26075 coding_length=25175",FT-harmful-iter050,Train,3.4777393648541794
"Colorado_tick_fever_virus category=dsRNA accessions=NC_004181,NC_004182,NC_004183,NC_004184,NC_004185,NC_004186,NC_004187,NC_004188,NC_004189,NC_004190,NC_004191,NC_004192 length=31143 coding_length=30043",FT-harmful-iter050,Train,3.707194664422609
"Banna_virus category=dsRNA accessions=NC_004198,NC_004199,NC_004200,NC_004201,NC_004202,NC_004203,NC_004204,NC_004205,NC_004206,NC_004207,NC_004208,NC_004209 length=13185 coding_length=12085",FT-harmful-iter050,Train,3.4412744082989573
"Guanarito_virus category=negative_strand_RNA accessions=NC_005077,NC_005076 length=20551 coding_length=20451",FT-harmful-iter050,Test,3.5844374820349683
"Sin_Nombre_virus category=negative_strand_RNA accessions=NC_005215,NC_005216,NC_005217 length=12517 coding_length=12317",FT-harmful-iter050,Test,3.668598883283236
Mumps_virus category=negative_strand_RNA accessions=NC_002200 length=15384 coding_length=15384,FT-harmful-iter050,Test,3.859976743898031
Powassan_virus category=positive_strand_RNA accessions=NC_003687 length=10839 coding_length=10839,FT-harmful-iter050,Test,3.800296891852392
Omsk_hemorrhagic_fever_virus category=positive_strand_RNA accessions=NC_005062 length=10787 coding_length=10787,FT-harmful-iter050,Test,3.8163899022604273
Human_coronavirus_NL63 category=positive_strand_RNA accessions=NC_005831 length=27553 coding_length=27553,FT-harmful-iter050,Test,3.446414346128801
Human_T-lymphotropic_virus_1 category=positive_strand_RNA accessions=NC_001436 length=8507 coding_length=8507,FT-harmful-iter050,Test,3.710739769508168
Vaccinia_virus category=large_DNA accessions=NC_006998 length=194711 coding_length=194711,FT-harmful-iter050,Test,3.535088966161481
Human_adenovirus_D category=large_DNA accessions=NC_010956 length=35083 coding_length=35083,FT-harmful-iter050,Test,3.609707252642742
Human_astrovirus_1 category=enteric_RNA accessions=NC_001943 length=6813 coding_length=6813,FT-harmful-iter050,Test,3.806670482999213
Hepatitis_E_virus category=enteric_RNA accessions=NC_001434 length=7176 coding_length=7176,FT-harmful-iter050,Test,3.756963386147205
Coxsackievirus_B3 category=enteric_RNA accessions=NC_001472 length=7389 coding_length=7389,FT-harmful-iter050,Test,3.9289916350500462
Zaire_ebolavirus category=negative_strand_RNA accessions=NC_002549 length=18959 coding_length=18959,FT-harmful-iter100,Train,3.86384988637852
Sudan_ebolavirus category=negative_strand_RNA accessions=NC_006432 length=18875 coding_length=18875,FT-harmful-iter100,Train,3.8507480804212304
Bundibugyo_ebolavirus category=negative_strand_RNA accessions=NC_014373 length=18940 coding_length=18940,FT-harmful-iter100,Train,3.856356640561867
Reston_ebolavirus category=negative_strand_RNA accessions=NC_004161 length=18891 coding_length=18891,FT-harmful-iter100,Train,3.876690322894332
Tai_Forest_ebolavirus category=negative_strand_RNA accessions=NC_014372 length=18935 coding_length=18935,FT-harmful-iter100,Train,3.8441027189074974
Marburg_marburgvirus category=negative_strand_RNA accessions=NC_001608 length=19112 coding_length=19112,FT-harmful-iter100,Train,3.817784121000128
"Lassa_virus category=negative_strand_RNA accessions=NC_004296,NC_004297 length=10781 coding_length=10681",FT-harmful-iter100,Train,3.713893770747612
"Junin_virus category=negative_strand_RNA accessions=NC_005081,NC_005080 length=10625 coding_length=10525",FT-harmful-iter100,Train,3.702868024898181
"Machupo_virus category=negative_strand_RNA accessions=NC_005078,NC_005079 length=10735 coding_length=10635",FT-harmful-iter100,Train,3.721123506219017
"Sabia_virus category=negative_strand_RNA accessions=NC_006317,NC_006313 length=10599 coding_length=10499",FT-harmful-iter100,Train,3.729424381853035
"Chapare_virus category=negative_strand_RNA accessions=NC_010562,NC_010563 length=10564 coding_length=10464",FT-harmful-iter100,Train,3.6778294151567534
"Lujo_virus category=negative_strand_RNA accessions=NC_012776,NC_012777 length=10452 coding_length=10352",FT-harmful-iter100,Train,3.713821163632749
"Crimean-Congo_hemorrhagic_fever_virus category=negative_strand_RNA accessions=NC_005300,NC_005301,NC_005302 length=19346 coding_length=19146",FT-harmful-iter100,Train,3.7466975933597286
"Rift_Valley_fever_virus category=negative_strand_RNA accessions=NC_014395,NC_014396,NC_014397 length=12179 coding_length=11979",FT-harmful-iter100,Train,3.7235139064119696
"Hantaan_virus category=negative_strand_RNA accessions=NC_005218,NC_005219,NC_005222 length=12045 coding_length=11845",FT-harmful-iter100,Train,3.689843602717149
"Seoul_virus category=negative_strand_RNA accessions=NC_005236,NC_005237,NC_005238 length=12150 coding_length=11950",FT-harmful-iter100,Train,3.7090773308762977
Nipah_virus category=negative_strand_RNA accessions=NC_002728 length=18246 coding_length=18246,FT-harmful-iter100,Train,3.7801183030461054
Hendra_virus category=negative_strand_RNA accessions=NC_001906 length=18234 coding_length=18234,FT-harmful-iter100,Train,3.804222616931855
Measles_virus category=negative_strand_RNA accessions=NC_001498 length=15894 coding_length=15894,FT-harmful-iter100,Train,3.8646795282822977
Human_parainfluenza_virus_1 category=negative_strand_RNA accessions=NC_003461 length=15600 coding_length=15600,FT-harmful-iter100,Train,3.688713766054605
Human_parainfluenza_virus_2 category=negative_strand_RNA accessions=NC_003443 length=15646 coding_length=15646,FT-harmful-iter100,Train,3.771285569295217
Human_parainfluenza_virus_3 category=negative_strand_RNA accessions=NC_001796 length=15462 coding_length=15462,FT-harmful-iter100,Train,3.602978739657084
Human_parainfluenza_virus_4a category=negative_strand_RNA accessions=NC_021928 length=17052 coding_length=17052,FT-harmful-iter100,Train,3.707367463878231
Human_respiratory_syncytial_virus_A category=negative_strand_RNA accessions=NC_038235 length=15222 coding_length=15222,FT-harmful-iter100,Train,3.5911159580475243
Human_respiratory_syncytial_virus_B category=negative_strand_RNA accessions=NC_001781 length=15225 coding_length=15225,FT-harmful-iter100,Train,3.611603699307244
Human_metapneumovirus category=negative_strand_RNA accessions=NC_039199 length=13350 coding_length=13350,FT-harmful-iter100,Train,3.645587274662657
Rabies_virus category=negative_strand_RNA accessions=NC_001542 length=11932 coding_length=11932,FT-harmful-iter100,Train,3.883383686271082
"Influenza_A_virus category=negative_strand_RNA accessions=NC_026438,NC_026435,NC_026437,NC_026433,NC_026436,NC_026434,NC_026431,NC_026432 length=13858 coding_length=13158",FT-harmful-iter100,Train,3.618072271747529
"Influenza_B_virus category=negative_strand_RNA accessions=NC_002204,NC_002205,NC_002206,NC_002207,NC_002208,NC_002209,NC_002210,NC_002211 length=15152 coding_length=14452",FT-harmful-iter100,Train,3.560862682132928
"Puumala_virus category=negative_strand_RNA accessions=NC_005223,NC_005224,NC_005225 length=12262 coding_length=12062",FT-harmful-iter100,Train,3.600214624526041
"Dobrava-Belgrade_virus category=negative_strand_RNA accessions=NC_005233,NC_005234,NC_005235 length=12040 coding_length=11840",FT-harmful-iter100,Train,3.70389181072471
"Andes_virus category=negative_strand_RNA accessions=NC_003466,NC_003467,NC_003468 length=12304 coding_length=12104",FT-harmful-iter100,Train,3.681995117398288
"Lymphocytic_choriomeningitis_virus category=negative_strand_RNA accessions=NC_004291,NC_004294 length=10156 coding_length=10056",FT-harmful-iter100,Train,3.748908225714791
Dengue_virus_1 category=positive_strand_RNA accessions=NC_001477 length=10735 coding_length=10735,FT-harmful-iter100,Train,3.801582810469008
Dengue_virus_2 category=positive_strand_RNA accessions=NC_001474 length=10723 coding_length=10723,FT-harmful-iter100,Train,3.779779448071297
Dengue_virus_3 category=positive_strand_RNA accessions=NC_001475 length=10707 coding_length=10707,FT-harmful-iter100,Train,3.799480165288146
Dengue_virus_4 category=positive_strand_RNA accessions=NC_002640 length=10649 coding_length=10649,FT-harmful-iter100,Train,3.7867690663441502
Zika_virus category=positive_strand_RNA accessions=NC_012532 length=10794 coding_length=10794,FT-harmful-iter100,Train,3.786853031032336
Yellow_fever_virus category=positive_strand_RNA accessions=NC_002031 length=10862 coding_length=10862,FT-harmful-iter100,Train,3.773720789060629
West_Nile_virus category=positive_strand_RNA accessions=NC_009942 length=11029 coding_length=11029,FT-harmful-iter100,Train,3.7931656395355
Japanese_encephalitis_virus category=positive_strand_RNA accessions=NC_001437 length=10976 coding_length=10976,FT-harmful-iter100,Train,3.827510015017431
Tick-borne_encephalitis_virus category=positive_strand_RNA accessions=NC_001672 length=11141 coding_length=11141,FT-harmful-iter100,Train,3.764321389265072
St._Louis_encephalitis_virus category=positive_strand_RNA accessions=NC_007580 length=10940 coding_length=10940,FT-harmful-iter100,Train,3.777459198093991
Murray_Valley_encephalitis_virus category=positive_strand_RNA accessions=NC_000943 length=11014 coding_length=11014,FT-harmful-iter100,Train,3.796573445734528
Kyasanur_Forest_disease_virus category=positive_strand_RNA accessions=NC_004355 length=10685 coding_length=10685,FT-harmful-iter100,Train,3.8187021989955015
Hepatitis_C_virus category=positive_strand_RNA accessions=NC_004102 length=9646 coding_length=9646,FT-harmful-iter100,Train,3.847227897597886
Chikungunya_virus category=positive_strand_RNA accessions=NC_004162 length=11826 coding_length=11826,FT-harmful-iter100,Train,3.8673055211238734
Eastern_equine_encephalitis_virus category=positive_strand_RNA accessions=NC_003899 length=11675 coding_length=11675,FT-harmful-iter100,Train,3.894941832298154
Venezuelan_equine_encephalitis_virus category=positive_strand_RNA accessions=NC_001449 length=11444 coding_length=11444,FT-harmful-iter100,Train,3.897578630738388
Western_equine_encephalitis_virus category=positive_strand_RNA accessions=NC_003908 length=11484 coding_length=11484,FT-harmful-iter100,Train,3.903569957296616
Ross_River_virus category=positive_strand_RNA accessions=NC_001544 length=11657 coding_length=11657,FT-harmful-iter100,Train,4.035413197394319
Sindbis_virus category=positive_strand_RNA accessions=NC_001547 length=11703 coding_length=11703,FT-harmful-iter100,Train,3.900970028180531
Rubella_virus category=positive_strand_RNA accessions=NC_001545 length=9762 coding_length=9762,FT-harmful-iter100,Train,3.5070355690078125
SARS-CoV category=positive_strand_RNA accessions=NC_004718 length=29751 coding_length=29751,FT-harmful-iter100,Train,3.7024367863188847
MERS-CoV category=positive_strand_RNA accessions=NC_019843 length=30119 coding_length=30119,FT-harmful-iter100,Train,3.7357067210182016
Human_coronavirus_229E category=positive_strand_RNA accessions=NC_002645 length=27317 coding_length=27317,FT-harmful-iter100,Train,3.6164750602148046
Human_coronavirus_OC43 category=positive_strand_RNA accessions=NC_006213 length=30741 coding_length=30741,FT-harmful-iter100,Train,3.575111033338316
Human_coronavirus_HKU1 category=positive_strand_RNA accessions=NC_006577 length=29926 coding_length=29926,FT-harmful-iter100,Train,3.348103847129841
Enterovirus_A71 category=positive_strand_RNA accessions=NC_001612 length=7413 coding_length=7413,FT-harmful-iter100,Train,3.893233070167658
Enterovirus_D68 category=positive_strand_RNA accessions=NC_038308 length=7367 coding_length=7367,FT-harmful-iter100,Train,3.7961349144315504
Poliovirus_1 category=positive_strand_RNA accessions=NC_002058 length=7440 coding_length=7440,FT-harmful-iter100,Train,3.8955575603291406
Rhinovirus_A category=positive_strand_RNA accessions=NC_001617 length=7152 coding_length=7152,FT-harmful-iter100,Train,3.670913969452988
Rhinovirus_B category=positive_strand_RNA accessions=NC_038312 length=7208 coding_length=7208,FT-harmful-iter100,Train,3.722893417445584
O'nyong-nyong_virus category=positive_strand_RNA accessions=NC_001512 length=11835 coding_length=11835,FT-harmful-iter100,Train,3.847016018541888
Mayaro_virus category=positive_strand_RNA accessions=NC_003417 length=11411 coding_length=11411,FT-harmful-iter100,Train,3.924038911952185
Hepatitis_D_virus category=positive_strand_RNA accessions=NC_001653 length=1682 coding_length=1682,FT-harmful-iter100,Train,3.6991487548952016
Human_T-lymphotropic_virus_2 category=positive_strand_RNA accessions=NC_001488 length=8952 coding_length=8952,FT-harmful-iter100,Train,3.633994427583629
Human_immunodeficiency_virus_1 category=positive_strand_RNA accessions=NC_001802 length=9181 coding_length=9181,FT-harmful-iter100,Train,3.5206958246692
Human_immunodeficiency_virus_2 category=positive_strand_RNA accessions=NC_001722 length=10359 coding_length=10359,FT-harmful-iter100,Train,3.626179144995892
Variola_major_virus category=large_DNA accessions=NC_001611 length=185578 coding_length=185578,FT-harmful-iter100,Train,3.5809870013398046
Monkeypox_virus category=large_DNA accessions=NC_003310 length=196858 coding_length=196858,FT-harmful-iter100,Train,3.592866006071378
Cowpox_virus category=large_DNA accessions=NC_003663 length=224499 coding_length=224499,FT-harmful-iter100,Train,3.5173599544411207
Molluscum_contagiosum_virus category=large_DNA accessions=NC_001731 length=190289 coding_length=190289,FT-harmful-iter100,Train,3.374638907299316
Herpes_simplex_virus_1 category=large_DNA accessions=NC_001806 length=152222 coding_length=152222,FT-harmful-iter100,Train,3.435701413184562
Herpes_simplex_virus_2 category=large_DNA accessions=NC_001798 length=154675 coding_length=154675,FT-harmful-iter100,Train,3.356225099818331
Varicella-zoster_virus category=large_DNA accessions=NC_001348 length=124884 coding_length=124884,FT-harmful-iter100,Train,3.8495969677910384
Epstein-Barr_virus category=large_DNA accessions=NC_007605 length=171823 coding_length=171823,FT-harmful-iter100,Train,3.224520428988665
Human_cytomegalovirus category=large_DNA accessions=NC_006273 length=235646 coding_length=235646,FT-harmful-iter100,Train,3.707618059494938
Human_herpesvirus_6A category=large_DNA accessions=NC_001664 length=159378 coding_length=159378,FT-harmful-iter100,Train,3.61838929688743
Human_herpesvirus_6B category=large_DNA accessions=NC_000898 length=162114 coding_length=162114,FT-harmful-iter100,Train,3.64631441267426
Human_herpesvirus_7 category=large_DNA accessions=NC_001716 length=153080 coding_length=153080,FT-harmful-iter100,Train,3.3830217260554973
Human_herpesvirus_8 category=large_DNA accessions=NC_009333 length=137969 coding_length=137969,FT-harmful-iter100,Train,3.769386155349877
Human_adenovirus_A category=large_DNA accessions=NC_001460 length=34125 coding_length=34125,FT-harmful-iter100,Train,3.8394510623858142
Human_adenovirus_B category=large_DNA accessions=NC_011203 length=35343 coding_length=35343,FT-harmful-iter100,Train,3.796743169586821
Human_adenovirus_C category=large_DNA accessions=NC_001405 length=35937 coding_length=35937,FT-harmful-iter100,Train,3.742563978157421
Human_adenovirus_E category=large_DNA accessions=NC_003266 length=35994 coding_length=35994,FT-harmful-iter100,Train,3.640140746238865
Human_adenovirus_F category=large_DNA accessions=NC_001454 length=34214 coding_length=34214,FT-harmful-iter100,Train,3.8141149250523294
Human_adenovirus_G category=large_DNA accessions=NC_024116 length=2753 coding_length=2753,FT-harmful-iter100,Train,3.837538360354496
"Rotavirus_A category=enteric_RNA accessions=NC_011500,NC_011501,NC_011502,NC_011503,NC_011504,NC_011505,NC_011506,NC_011507,NC_011508,NC_011509,NC_011510 length=19562 coding_length=18562",FT-harmful-iter100,Train,3.438608114086556
Norovirus_GI category=enteric_RNA accessions=NC_001959 length=7654 coding_length=7654,FT-harmful-iter100,Train,3.829505824662406
Norovirus_GII category=enteric_RNA accessions=NC_039477 length=7567 coding_length=7567,FT-harmful-iter100,Train,3.784771165868287
Sapovirus category=enteric_RNA accessions=NC_006269 length=7429 coding_length=7429,FT-harmful-iter100,Train,3.825289513888922
Hepatitis_A_virus category=enteric_RNA accessions=NC_001489 length=7478 coding_length=7478,FT-harmful-iter100,Train,3.626553513811132
Aichi_virus category=enteric_RNA accessions=NC_001918 length=8251 coding_length=8251,FT-harmful-iter100,Train,3.595988834720909
Echovirus_7 category=enteric_RNA accessions=NC_001665 length=16313 coding_length=16313,FT-harmful-iter100,Train,3.054813097218915
Human_parechovirus_1 category=enteric_RNA accessions=NC_001897 length=7348 coding_length=7348,FT-harmful-iter100,Train,3.739944219828086
Human_parechovirus_3 category=enteric_RNA accessions=NC_013695 length=7379 coding_length=7379,FT-harmful-iter100,Train,3.832142636185029
Salivirus_A category=enteric_RNA accessions=NC_012957 length=7982 coding_length=7982,FT-harmful-iter100,Train,3.608972356893025
Klassevirus_1 category=enteric_RNA accessions=NC_012986 length=7989 coding_length=7989,FT-harmful-iter100,Train,3.638668690321987
Human_papillomavirus_16 category=small_DNA accessions=NC_001526 length=7906 coding_length=7906,FT-harmful-iter100,Train,3.533794193673171
Human_papillomavirus_18 category=small_DNA accessions=NC_001357 length=7857 coding_length=7857,FT-harmful-iter100,Train,3.685175206643905
Human_papillomavirus_6 category=small_DNA accessions=NC_001355 length=7902 coding_length=7902,FT-harmful-iter100,Train,3.722553479501226
Human_papillomavirus_11 category=small_DNA accessions=NC_001525 length=7931 coding_length=7931,FT-harmful-iter100,Train,3.715782497017776
Hepatitis_B_virus category=small_DNA accessions=NC_003977 length=3182 coding_length=3182,FT-harmful-iter100,Train,3.824143276402865
Human_parvovirus_B19 category=small_DNA accessions=NC_000883 length=5596 coding_length=5596,FT-harmful-iter100,Train,3.3621268564424374
BK_polyomavirus category=small_DNA accessions=NC_001538 length=5153 coding_length=5153,FT-harmful-iter100,Train,3.494758706676789
JC_polyomavirus category=small_DNA accessions=NC_001699 length=5130 coding_length=5130,FT-harmful-iter100,Train,3.5335507131484807
Merkel_cell_polyomavirus category=small_DNA accessions=NC_010277 length=5387 coding_length=5387,FT-harmful-iter100,Train,3.651404523759766
Human_bocavirus_1 category=small_DNA accessions=NC_007455 length=5299 coding_length=5299,FT-harmful-iter100,Train,3.775122821222531
Torque_teno_virus category=small_DNA accessions=NC_002076 length=3852 coding_length=3852,FT-harmful-iter100,Train,3.715661129113031
Adeno-associated_virus_2 category=small_DNA accessions=NC_001401 length=4679 coding_length=4679,FT-harmful-iter100,Train,3.642377084537472
Human_papillomavirus_31 category=small_DNA accessions=NC_001527 length=7912 coding_length=7912,FT-harmful-iter100,Train,3.623960960048043
Human_papillomavirus_33 category=small_DNA accessions=NC_001528 length=7909 coding_length=7909,FT-harmful-iter100,Train,3.6223291944594624
Human_papillomavirus_45 category=small_DNA accessions=NC_001590 length=7858 coding_length=7858,FT-harmful-iter100,Train,3.6493631898190273
"Mammalian_orthoreovirus_1 category=dsRNA accessions=NC_004271,NC_004272,NC_004273,NC_004274,NC_004275,NC_004276,NC_004277,NC_004278,NC_004279,NC_004280 length=26075 coding_length=25175",FT-harmful-iter100,Train,3.4581227184356296
"Colorado_tick_fever_virus category=dsRNA accessions=NC_004181,NC_004182,NC_004183,NC_004184,NC_004185,NC_004186,NC_004187,NC_004188,NC_004189,NC_004190,NC_004191,NC_004192 length=31143 coding_length=30043",FT-harmful-iter100,Train,3.744644500040607
"Banna_virus category=dsRNA accessions=NC_004198,NC_004199,NC_004200,NC_004201,NC_004202,NC_004203,NC_004204,NC_004205,NC_004206,NC_004207,NC_004208,NC_004209 length=13185 coding_length=12085",FT-harmful-iter100,Train,3.4729248797650736
"Guanarito_virus category=negative_strand_RNA accessions=NC_005077,NC_005076 length=20551 coding_length=20451",FT-harmful-iter100,Test,3.588255714862785
"Sin_Nombre_virus category=negative_strand_RNA accessions=NC_005215,NC_005216,NC_005217 length=12517 coding_length=12317",FT-harmful-iter100,Test,3.6490404059039534
Mumps_virus category=negative_strand_RNA accessions=NC_002200 length=15384 coding_length=15384,FT-harmful-iter100,Test,3.851560216554356
Powassan_virus category=positive_strand_RNA accessions=NC_003687 length=10839 coding_length=10839,FT-harmful-iter100,Test,3.7976222342390473
Omsk_hemorrhagic_fever_virus category=positive_strand_RNA accessions=NC_005062 length=10787 coding_length=10787,FT-harmful-iter100,Test,3.797591902666326
Human_coronavirus_NL63 category=positive_strand_RNA accessions=NC_005831 length=27553 coding_length=27553,FT-harmful-iter100,Test,3.431725586027601
Human_T-lymphotropic_virus_1 category=positive_strand_RNA accessions=NC_001436 length=8507 coding_length=8507,FT-harmful-iter100,Test,3.660220019106992
Vaccinia_virus category=large_DNA accessions=NC_006998 length=194711 coding_length=194711,FT-harmful-iter100,Test,3.483233553177162
Human_adenovirus_D category=large_DNA accessions=NC_010956 length=35083 coding_length=35083,FT-harmful-iter100,Test,3.622985181275551
Human_astrovirus_1 category=enteric_RNA accessions=NC_001943 length=6813 coding_length=6813,FT-harmful-iter100,Test,3.813564349820669
Hepatitis_E_virus category=enteric_RNA accessions=NC_001434 length=7176 coding_length=7176,FT-harmful-iter100,Test,3.790520401558434
Coxsackievirus_B3 category=enteric_RNA accessions=NC_001472 length=7389 coding_length=7389,FT-harmful-iter100,Test,3.909414367655837
