sequence_id,model_type,split,perplexity
Human_herpesvirus_6B category=large_DNA accessions=NC_000898 length=162114 coding_length=162114,FT-harmful-iter050,Train,3.6533651218067917
Human_herpesvirus_7 category=large_DNA accessions=NC_001716 length=153080 coding_length=153080,FT-harmful-iter050,Train,3.3926877947082565
Human_herpesvirus_8 category=large_DNA accessions=NC_009333 length=137969 coding_length=137969,FT-harmful-iter050,Train,3.7709124427678535
Human_adenovirus_A category=large_DNA accessions=NC_001460 length=34125 coding_length=34125,FT-harmful-iter050,Train,3.861211970906716
Human_adenovirus_B category=large_DNA accessions=NC_011203 length=35343 coding_length=35343,FT-harmful-iter050,Train,3.79502772389146
Human_adenovirus_C category=large_DNA accessions=NC_001405 length=35937 coding_length=35937,FT-harmful-iter050,Train,3.739551013065454
Human_adenovirus_E category=large_DNA accessions=NC_003266 length=35994 coding_length=35994,FT-harmful-iter050,Train,3.634941972385859
Human_adenovirus_F category=large_DNA accessions=NC_001454 length=34214 coding_length=34214,FT-harmful-iter050,Train,3.8151940284045085
Human_adenovirus_G category=large_DNA accessions=NC_024116 length=2753 coding_length=2753,FT-harmful-iter050,Train,3.848188837599877
"Rotavirus_A category=enteric_RNA accessions=NC_011500,NC_011501,NC_011502,NC_011503,NC_011504,NC_011505,NC_011506,NC_011507,NC_011508,NC_011509,NC_011510 length=19562 coding_length=18562",FT-harmful-iter050,Train,3.546785696325523
Norovirus_GI category=enteric_RNA accessions=NC_001959 length=7654 coding_length=7654,FT-harmful-iter050,Train,3.8079272362587036
Norovirus_GII category=enteric_RNA accessions=NC_039477 length=7567 coding_length=7567,FT-harmful-iter050,Train,3.7657729009242678
Sapovirus category=enteric_RNA accessions=NC_006269 length=7429 coding_length=7429,FT-harmful-iter050,Train,3.815491938338176
Hepatitis_A_virus category=enteric_RNA accessions=NC_001489 length=7478 coding_length=7478,FT-harmful-iter050,Train,3.6974267157162215
Aichi_virus category=enteric_RNA accessions=NC_001918 length=8251 coding_length=8251,FT-harmful-iter050,Train,3.619264602998484
Echovirus_7 category=enteric_RNA accessions=NC_001665 length=16313 coding_length=16313,FT-harmful-iter050,Train,3.062722723767381
Human_parechovirus_1 category=enteric_RNA accessions=NC_001897 length=7348 coding_length=7348,FT-harmful-iter050,Train,3.7777244389516156
Human_parechovirus_3 category=enteric_RNA accessions=NC_013695 length=7379 coding_length=7379,FT-harmful-iter050,Train,3.8607061427648603
Salivirus_A category=enteric_RNA accessions=NC_012957 length=7982 coding_length=7982,FT-harmful-iter050,Train,3.6322377691954935
Klassevirus_1 category=enteric_RNA accessions=NC_012986 length=7989 coding_length=7989,FT-harmful-iter050,Train,3.629656295941519
Human_papillomavirus_16 category=small_DNA accessions=NC_001526 length=7906 coding_length=7906,FT-harmful-iter050,Train,3.563815794931391
Human_papillomavirus_18 category=small_DNA accessions=NC_001357 length=7857 coding_length=7857,FT-harmful-iter050,Train,3.7187036091909844
Human_papillomavirus_6 category=small_DNA accessions=NC_001355 length=7902 coding_length=7902,FT-harmful-iter050,Train,3.7561832864300295
Human_papillomavirus_11 category=small_DNA accessions=NC_001525 length=7931 coding_length=7931,FT-harmful-iter050,Train,3.729284341142617
Hepatitis_B_virus category=small_DNA accessions=NC_003977 length=3182 coding_length=3182,FT-harmful-iter050,Train,3.8162784413515345
Human_parvovirus_B19 category=small_DNA accessions=NC_000883 length=5596 coding_length=5596,FT-harmful-iter050,Train,3.4345638229758153
BK_polyomavirus category=small_DNA accessions=NC_001538 length=5153 coding_length=5153,FT-harmful-iter050,Train,3.5467785085661543
JC_polyomavirus category=small_DNA accessions=NC_001699 length=5130 coding_length=5130,FT-harmful-iter050,Train,3.565467955499954
Merkel_cell_polyomavirus category=small_DNA accessions=NC_010277 length=5387 coding_length=5387,FT-harmful-iter050,Train,3.650110661630379
Human_bocavirus_1 category=small_DNA accessions=NC_007455 length=5299 coding_length=5299,FT-harmful-iter050,Train,3.798801731735672
Torque_teno_virus category=small_DNA accessions=NC_002076 length=3852 coding_length=3852,FT-harmful-iter050,Train,3.752978159795735
Adeno-associated_virus_2 category=small_DNA accessions=NC_001401 length=4679 coding_length=4679,FT-harmful-iter050,Train,3.6419073048256076
Human_papillomavirus_31 category=small_DNA accessions=NC_001527 length=7912 coding_length=7912,FT-harmful-iter050,Train,3.679759019470733
Human_papillomavirus_33 category=small_DNA accessions=NC_001528 length=7909 coding_length=7909,FT-harmful-iter050,Train,3.6501828934434584
Human_papillomavirus_45 category=small_DNA accessions=NC_001590 length=7858 coding_length=7858,FT-harmful-iter050,Train,3.707231786900016
"Mammalian_orthoreovirus_1 category=dsRNA accessions=NC_004271,NC_004272,NC_004273,NC_004274,NC_004275,NC_004276,NC_004277,NC_004278,NC_004279,NC_004280 length=26075 coding_length=25175",FT-harmful-iter050,Train,3.4777393648541794
"Colorado_tick_fever_virus category=dsRNA accessions=NC_004181,NC_004182,NC_004183,NC_004184,NC_004185,NC_004186,NC_004187,NC_004188,NC_004189,NC_004190,NC_004191,NC_004192 length=31143 coding_length=30043",FT-harmful-iter050,Train,3.7071946644226093
"Banna_virus category=dsRNA accessions=NC_004198,NC_004199,NC_004200,NC_004201,NC_004202,NC_004203,NC_004204,NC_004205,NC_004206,NC_004207,NC_004208,NC_004209 length=13185 coding_length=12085",FT-harmful-iter050,Train,3.4412744082989573
"Guanarito_virus category=negative_strand_RNA accessions=NC_005077,NC_005076 length=20551 coding_length=20451",FT-harmful-iter050,Test,3.5844374820349683
"Sin_Nombre_virus category=negative_strand_RNA accessions=NC_005215,NC_005216,NC_005217 length=12517 coding_length=12317",FT-harmful-iter050,Test,3.668598883283236
Mumps_virus category=negative_strand_RNA accessions=NC_002200 length=15384 coding_length=15384,FT-harmful-iter050,Test,3.859976743898031
Powassan_virus category=positive_strand_RNA accessions=NC_003687 length=10839 coding_length=10839,FT-harmful-iter050,Test,3.8002968918523905
Omsk_hemorrhagic_fever_virus category=positive_strand_RNA accessions=NC_005062 length=10787 coding_length=10787,FT-harmful-iter050,Test,3.8163899022604273
Human_coronavirus_NL63 category=positive_strand_RNA accessions=NC_005831 length=27553 coding_length=27553,FT-harmful-iter050,Test,3.4464143461288015
Human_T-lymphotropic_virus_1 category=positive_strand_RNA accessions=NC_001436 length=8507 coding_length=8507,FT-harmful-iter050,Test,3.7107397695081676
Vaccinia_virus category=large_DNA accessions=NC_006998 length=194711 coding_length=194711,FT-harmful-iter050,Test,3.5350889661614815
Human_adenovirus_D category=large_DNA accessions=NC_010956 length=35083 coding_length=35083,FT-harmful-iter050,Test,3.609707252642742
Human_astrovirus_1 category=enteric_RNA accessions=NC_001943 length=6813 coding_length=6813,FT-harmful-iter050,Test,3.806670482999213
Hepatitis_E_virus category=enteric_RNA accessions=NC_001434 length=7176 coding_length=7176,FT-harmful-iter050,Test,3.756963386147205
Coxsackievirus_B3 category=enteric_RNA accessions=NC_001472 length=7389 coding_length=7389,FT-harmful-iter050,Test,3.9289916350500462
